,registro,clima,temperatura,sens_termica,humedad,viento,ocasionales,fecha_nueva,festividad,festividad_1,año_bueno,estacion_correcta,mes_bueno,dia_semana_nuevo,no_laboral_nuevo,ocasionales_BOX
544,545,1,34.2,39.3,49.0,11.1,829,2019-06-29,,0,2019,verano,6,5,0,22.904287393336155
545,546,1,31.4,34.4,60.0,10.8,1455,2019-06-30,,0,2019,verano,6,6,0,27.916886998988147
546,547,1,33.4,37.5,52.0,11.3,1421,2019-07-01,,0,2019,verano,7,0,1,27.68799680573291
547,548,1,32.0,35.1,45.0,13.1,904,2019-07-02,,0,2019,verano,7,1,1,23.619873036173338
548,549,1,32.0,35.1,49.0,8.5,1052,2019-07-03,,0,2019,verano,7,2,1,24.920131247830643
549,550,1,32.4,36.6,54.0,9.0,2562,2019-07-04,Independence Day,1,2019,verano,7,3,0,33.92946612672132
550,551,1,33.9,38.1,46.0,13.0,1405,2019-07-05,,0,2019,verano,7,4,1,27.57897888865059
551,552,1,34.0,37.6,45.0,9.8,1366,2019-07-06,,0,2019,verano,7,5,0,27.309622582638667
552,553,1,35.3,40.2,49.0,11.0,1448,2019-07-07,,0,2019,verano,7,6,0,27.87006565125508
553,554,1,33.7,39.5,57.0,8.4,1203,2019-07-08,,0,2019,verano,7,0,1,26.12281173504856
554,555,2,29.1,32.7,68.0,12.1,998,2019-07-09,,0,2019,verano,7,1,1,24.461232065389975
555,556,2,29.6,33.2,67.0,10.2,954,2019-07-10,,0,2019,verano,7,2,1,24.0745156716324
556,557,1,29.4,32.5,63.0,10.2,975,2019-07-11,,0,2019,verano,7,3,1,24.260581618875033
557,558,1,29.4,32.7,53.0,9.8,1032,2019-07-12,,0,2019,verano,7,4,1,24.752100215488632
558,559,2,30.0,33.4,49.0,5.4,1511,2019-07-13,,0,2019,verano,7,5,0,28.285992374238177
559,560,2,28.8,33.3,70.0,9.6,2355,2019-07-14,,0,2019,verano,7,6,0,32.96549803081797
560,561,1,30.6,35.3,72.0,11.2,1920,2019-07-15,,0,2019,verano,7,0,1,30.73141732555984
561,562,1,31.3,36.2,64.0,11.0,1088,2019-07-16,,0,2019,verano,7,1,1,25.217131935362787
562,563,1,33.6,37.8,51.0,7.7,921,2019-07-17,,0,2019,verano,7,2,1,23.776349287746303
563,564,1,32.5,37.3,58.0,9.2,799,2019-07-18,,0,2019,verano,7,3,1,22.60556894823919
564,565,1,31.6,35.7,60.0,11.1,888,2019-07-19,,0,2019,verano,7,4,1,23.470741491686198
565,566,2,27.3,30.7,84.0,14.0,747,2019-07-20,,0,2019,verano,7,5,0,22.06897224785361
566,567,3,24.4,27.5,87.0,14.3,1264,2019-07-21,,0,2019,verano,7,6,0,26.57920359220883
567,568,2,27.4,31.2,76.0,6.3,2544,2019-07-22,,0,2019,verano,7,0,1,33.84781719869342
568,569,1,30.4,34.5,69.0,9.3,1135,2019-07-23,,0,2019,verano,7,1,1,25.594878439170266
569,570,1,30.8,35.3,66.0,14.2,1140,2019-07-24,,0,2019,verano,7,2,1,25.634426822164684
570,571,1,29.7,32.7,45.0,11.0,1383,2019-07-25,,0,2019,verano,7,3,1,27.42767611838279
571,572,1,31.8,37.0,60.0,19.1,1036,2019-07-26,,0,2019,verano,7,4,1,24.785884459991365
572,573,1,32.0,36.7,59.0,10.3,1259,2019-07-27,,0,2019,verano,7,5,0,26.54237183905966
573,574,1,31.0,34.9,61.0,10.5,2234,2019-07-28,,0,2019,verano,7,6,0,32.37474166505126
574,575,1,29.6,33.4,62.0,11.4,2153,2019-07-29,,0,2019,verano,7,0,1,31.96686882384164
575,576,1,30.0,34.2,67.0,10.3,1040,2019-07-30,,0,2019,verano,7,1,1,24.819579107604213
576,577,1,29.2,33.1,70.0,11.1,968,2019-07-31,,0,2019,verano,7,2,1,24.198868608451622
577,578,1,29.4,33.4,68.0,9.5,1074,2019-08-01,,0,2019,verano,8,3,1,25.102446665060327
578,579,1,30.8,35.4,66.0,8.7,983,2019-08-02,,0,2019,verano,8,4,1,24.330738756661983
579,580,2,31.4,36.1,64.0,14.5,1328,2019-08-03,,0,2019,verano,8,5,0,27.042036215941554
580,581,1,32.5,37.6,61.0,17.2,2345,2019-08-04,,0,2019,verano,8,6,0,32.91747761658201
581,582,1,31.5,36.6,65.0,19.5,1707,2019-08-05,,0,2019,verano,8,0,1,29.50819368277907
582,583,2,30.8,35.5,65.0,8.7,1233,2019-08-06,,0,2019,verano,8,1,1,26.349207290733414
583,584,2,30.2,34.9,70.0,7.8,1278,2019-08-07,,0,2019,verano,8,2,1,26.681802238340037
584,585,2,30.8,35.4,67.0,7.4,1263,2019-08-08,,0,2019,verano,8,3,1,26.571845268677766
585,586,1,31.0,35.0,62.0,10.5,1196,2019-08-09,,0,2019,verano,8,4,1,26.069428560801942
586,587,2,29.4,33.4,72.0,16.0,1065,2019-08-10,,0,2019,verano,8,5,0,25.028176432676553
587,588,2,28.4,31.9,73.0,13.8,2247,2019-08-11,,0,2019,verano,8,6,0,32.43925099318194
588,589,1,28.7,32.2,53.0,8.2,2182,2019-08-12,,0,2019,verano,8,0,1,32.1140914645616
589,590,1,29.6,33.1,55.0,9.1,1207,2019-08-13,,0,2019,verano,8,1,1,26.153220541278685
590,591,1,29.8,33.8,69.0,11.3,1128,2019-08-14,,0,2019,verano,8,2,1,25.53930888594314
591,592,1,29.0,32.7,62.0,11.4,1198,2019-08-15,,0,2019,verano,8,3,1,26.08470277573263
592,593,1,29.5,32.7,52.0,9.5,1338,2019-08-16,,0,2019,verano,8,4,1,27.112958978368034
593,594,1,29.7,12.1,57.0,15.5,1483,2019-08-17,,0,2019,verano,8,5,0,28.1026380523727
594,595,1,27.8,30.9,60.0,11.9,2827,2019-08-18,,0,2019,verano,8,6,0,35.088278596241295
595,596,2,26.1,30.2,71.0,5.8,1208,2019-08-19,,0,2019,verano,8,0,1,26.160811910093877
596,597,2,26.1,29.8,73.0,8.7,1026,2019-08-20,,0,2019,verano,8,1,1,24.70125456902106
597,598,1,26.6,30.1,67.0,4.9,1081,2019-08-21,,0,2019,verano,8,2,1,25.159916996099998
598,599,1,27.4,31.1,68.0,4.7,1094,2019-08-22,,0,2019,verano,8,3,1,25.265972139737382
599,600,1,28.5,31.9,64.0,5.7,1363,2019-08-23,,0,2019,verano,8,4,1,27.288684865354206
600,601,2,28.8,32.4,62.0,4.8,1325,2019-08-24,,0,2019,verano,8,5,0,27.020687786953566
601,602,2,27.1,30.9,71.0,16.4,1829,2019-08-25,,0,2019,verano,8,6,0,30.22085947493377
602,603,2,26.8,29.8,85.0,15.3,1483,2019-08-26,,0,2019,verano,8,0,1,28.1026380523727
603,604,1,28.8,32.7,73.0,8.6,989,2019-08-27,,0,2019,verano,8,1,1,24.383099323185924
604,605,1,29.9,33.3,62.0,12.8,935,2019-08-28,,0,2019,verano,8,2,1,23.903727107194022
605,606,1,28.1,31.8,55.0,7.5,1177,2019-08-29,,0,2019,verano,8,3,1,25.923439746275267
606,607,1,29.0,32.6,59.0,5.2,1172,2019-08-30,,0,2019,verano,8,4,1,25.884752540410414
607,608,1,31.3,34.5,59.0,11.3,1433,2019-08-31,,0,2019,verano,8,5,0,27.76920745153941
608,609,2,30.9,35.1,64.0,7.6,2352,2019-09-01,,0,2019,verano,9,6,0,32.95110665659351
609,610,2,28.6,32.4,82.0,4.3,2613,2019-09-02,Labor Day,1,2019,verano,9,0,0,34.15868258320773
610,611,1,29.0,33.1,79.0,10.1,1965,2019-09-03,,0,2019,verano,9,1,1,30.977756760975808
611,612,1,29.8,34.3,76.0,15.8,867,2019-09-04,,0,2019,verano,9,2,1,23.272174931155483
612,613,1,30.2,35.4,74.0,12.6,832,2019-09-05,,0,2019,verano,9,3,1,22.933747855818122
613,614,2,28.6,32.8,81.0,9.5,611,2019-09-06,,0,2019,verano,9,4,1,20.532008489728483
614,615,1,28.8,32.9,74.0,11.5,1045,2019-09-07,,0,2019,verano,9,5,0,24.8615723058144
615,616,2,27.0,30.6,80.0,18.8,1557,2019-09-08,,0,2019,verano,9,6,0,28.582209054077072
616,617,1,25.0,28.9,55.0,15.0,2570,2019-09-09,,0,2019,verano,9,0,1,33.965627922094676
617,618,1,23.9,28.3,50.0,17.3,1118,2019-09-10,,0,2019,verano,9,1,1,25.459510870448643
618,619,1,23.7,27.7,52.0,6.2,1070,2019-09-11,,0,2019,verano,9,2,1,25.069490728614646
619,620,1,24.6,28.5,58.0,8.8,1050,2019-09-12,,0,2019,verano,9,3,1,24.903427537398773
620,621,1,25.1,29.0,64.0,5.5,1054,2019-09-13,,0,2019,verano,9,4,1,24.93681313110365
621,622,1,26.0,29.7,67.0,7.0,1379,2019-09-14,,0,2019,verano,9,5,0,27.399988997135072
622,623,1,24.9,29.3,50.0,16.6,3160,2019-09-15,,0,2019,verano,9,6,0,36.44295582368335
623,624,1,23.8,28.2,57.0,6.0,2166,2019-09-16,,0,2019,verano,9,0,1,32.03303278122349
624,625,2,23.8,27.7,73.0,10.2,1022,2019-09-17,,0,2019,verano,9,1,1,24.667243751090826
625,626,2,25.6,28.3,87.0,24.0,371,2019-09-18,,0,2019,verano,9,2,1,17.108551782074017
626,627,1,22.6,27.0,54.0,14.4,788,2019-09-19,,0,2019,verano,9,3,1,22.494106672360417
627,628,1,22.4,26.6,62.0,7.9,939,2019-09-20,,0,2019,verano,9,4,1,23.939879615299713
628,629,1,24.6,28.6,67.0,10.3,1250,2019-09-21,,0,2019,verano,9,5,0,26.475820354972843
629,630,1,26.6,30.5,65.0,19.0,2512,2019-09-22,,0,2019,verano,9,6,0,33.70167699587485
630,631,1,21.7,25.9,47.0,15.0,2454,2019-09-23,,0,2019,otoño,9,0,1,33.433500450638896
631,632,1,21.1,25.1,49.0,9.5,1001,2019-09-24,,0,2019,otoño,9,1,1,24.48716858907611
632,633,1,22.6,27.2,57.0,15.8,845,2019-09-25,,0,2019,otoño,9,2,1,23.060572275179137
633,634,1,26.0,29.8,63.0,16.4,787,2019-09-26,,0,2019,otoño,9,3,1,22.483920795639833
634,635,2,26.6,30.4,69.0,9.0,751,2019-09-27,,0,2019,otoño,9,4,1,22.111144929528436
635,636,2,25.4,29.3,69.0,11.0,1045,2019-09-28,,0,2019,otoño,9,5,0,24.8615723058144
636,637,1,22.2,26.5,54.0,15.2,2589,2019-09-29,,0,2019,otoño,9,6,0,34.05120297003666
637,638,1,21.6,25.9,58.0,9.0,2015,2019-09-30,,0,2019,otoño,9,0,1,31.246958048252107
638,639,2,21.4,25.6,65.0,6.1,763,2019-10-01,,0,2019,otoño,10,1,1,22.23674320123708
639,640,3,24.2,27.1,87.0,7.0,315,2019-10-02,,0,2019,otoño,10,2,1,16.09695195511669
640,641,2,27.0,30.0,79.0,4.5,728,2019-10-03,,0,2019,otoño,10,3,1,21.866502587988613
641,642,2,27.0,30.4,72.0,7.9,891,2019-10-04,,0,2019,otoño,10,4,1,23.498843615826907
642,643,1,25.2,29.0,63.0,7.1,1516,2019-10-05,,0,2019,otoño,10,5,0,28.318487761089763
643,644,1,22.7,26.9,66.0,18.0,3031,2019-10-06,,0,2019,otoño,10,6,0,35.93039055237249
644,645,2,17.0,21.0,71.0,9.5,781,2019-10-07,,0,2019,otoño,10,0,1,22.422617844087025
645,646,2,15.7,19.4,71.0,12.7,874,2019-10-08,,0,2019,otoño,10,1,1,23.338727764136053
646,647,2,18.3,21.9,76.0,12.8,601,2019-10-09,,0,2019,otoño,10,2,1,20.410036806996043
647,648,1,21.1,25.2,63.0,12.6,780,2019-10-10,,0,2019,otoño,10,3,1,22.412369223523484
648,649,1,17.8,21.6,46.0,12.2,834,2019-10-11,,0,2019,otoño,10,4,1,22.953347596990593
649,650,1,17.9,21.7,54.0,15.8,1060,2019-10-12,,0,2019,otoño,10,5,0,24.986728514783138
650,651,1,16.1,19.6,49.0,9.8,2252,2019-10-13,,0,2019,otoño,10,6,0,32.46399392152524
651,652,1,21.4,25.4,64.0,18.7,2080,2019-10-14,Columbus Day,1,2019,otoño,10,0,0,31.590136415848388
652,653,2,23.0,27.0,71.0,19.8,760,2019-10-15,,0,2019,otoño,10,1,1,22.20547172828547
653,654,1,19.2,23.0,56.0,12.2,922,2019-10-16,,0,2019,otoño,10,2,1,23.78549169535159
654,655,1,18.7,22.5,69.0,6.8,979,2019-10-17,,0,2019,otoño,10,3,1,24.295709476094107
655,656,2,21.4,25.6,73.0,15.9,1008,2019-10-18,,0,2019,otoño,10,4,1,24.547479911540727
656,657,2,23.1,26.9,82.0,9.0,753,2019-10-19,,0,2019,otoño,10,5,0,22.13217335515326
657,658,1,19.8,23.6,57.0,7.9,2806,2019-10-20,,0,2019,otoño,10,6,0,34.99924433427182
658,659,1,19.0,22.8,51.0,11.1,2132,2019-10-21,,0,2019,otoño,10,0,1,31.859405711326442
659,660,1,20.0,24.1,57.0,5.5,830,2019-10-22,,0,2019,otoño,10,1,1,22.914115682910097
660,661,1,22.3,26.5,64.0,6.3,841,2019-10-23,,0,2019,otoño,10,2,1,23.021693177184783
661,662,1,24.1,27.9,64.0,4.9,795,2019-10-24,,0,2019,otoño,10,3,1,22.565160043746044
662,663,2,22.6,26.5,80.0,8.3,875,2019-10-25,,0,2019,otoño,10,4,1,23.34820535085994
663,664,2,22.4,26.1,81.0,8.9,1182,2019-10-26,,0,2019,otoño,10,5,0,25.962014081259547
664,665,2,21.7,25.8,72.0,15.8,2643,2019-10-27,,0,2019,otoño,10,6,0,34.29208150790856
665,666,2,19.6,23.4,69.0,12.76479452054794,998,2019-10-28,,0,2019,otoño,10,0,1,24.461232065389975
666,667,3,18.0,22.0,88.0,24.0,2,2019-10-29,,0,2019,otoño,10,1,1,0.77386542450115
667,668,2,13.0,15.5,83.0,14.3,87,2019-10-30,,0,2019,otoño,10,2,1,9.712008090554807
668,669,2,14.7,18.1,67.0,11.2,419,2019-10-31,,0,2019,otoño,10,3,1,17.894959624667663
669,670,2,15.0,18.5,58.0,10.5,466,2019-11-01,,0,2019,otoño,11,4,1,18.607012194336203
670,671,1,14.6,17.8,52.0,17.8,618,2019-11-02,,0,2019,otoño,11,5,0,20.616574036363005
671,672,2,14.1,16.2,49.0,18.1,1029,2019-11-03,,0,2019,otoño,11,6,0,24.72670288131952
672,673,1,13.4,16.5,53.0,12.0,1201,2019-11-04,,0,2019,otoño,11,0,1,26.107581248216785
673,674,1,13.1,15.4,49.0,15.8,378,2019-11-05,,0,2019,otoño,11,1,1,17.227434939264338
674,675,1,11.5,14.1,57.0,11.6,466,2019-11-06,,0,2019,otoño,11,2,1,18.607012194336203
675,676,2,12.1,13.7,55.0,20.4,326,2019-11-07,,0,2019,otoño,11,3,1,16.304894378972723
676,677,1,14.4,17.1,33.0,23.3,340,2019-11-08,,0,2019,otoño,11,4,1,16.562682229548383
677,678,1,14.8,17.8,54.0,14.4,709,2019-11-09,,0,2019,otoño,11,5,0,21.660365122360346
678,679,1,16.0,19.7,65.0,3.9,2090,2019-11-10,,0,2019,otoño,11,6,0,31.64227564714752
679,680,1,17.2,21.1,66.0,8.5,2290,2019-11-11,Veterans Day,1,2019,otoño,11,0,0,32.65081639940226
680,681,1,19.9,23.8,74.0,11.6,1097,2019-11-12,,0,2019,otoño,11,1,1,25.290323178427812
681,682,2,14.1,16.2,66.0,22.9,327,2019-11-13,,0,2019,otoño,11,2,1,16.32355755891178
682,683,1,11.9,14.1,55.0,13.4,373,2019-11-14,,0,2019,otoño,11,3,1,17.142674706414564
683,684,2,13.2,16.2,62.0,10.3,320,2019-11-15,,0,2019,otoño,11,4,1,16.192080315721185
684,685,1,14.1,17.4,52.0,11.5,484,2019-11-16,,0,2019,otoño,11,5,0,18.866614970487117
685,686,1,13.3,16.3,55.0,12.0,1313,2019-11-17,,0,2019,otoño,11,6,0,26.934960083565056
686,687,1,14.0,16.9,69.0,15.3,922,2019-11-18,,0,2019,otoño,11,0,1,23.78549169535159
687,688,2,15.6,18.8,62.0,15.7,449,2019-11-19,,0,2019,otoño,11,1,1,18.355419959790797
688,689,2,15.3,19.0,68.0,5.5,534,2019-11-20,,0,2019,otoño,11,2,1,19.55452135311981
689,690,1,14.5,18.2,61.0,6.9,615,2019-11-21,,0,2019,otoño,11,3,1,20.58041275201532
690,691,1,13.9,17.5,58.0,3.5,955,2019-11-22,,0,2019,otoño,11,4,1,24.083439491491674
691,692,1,15.1,18.9,57.0,9.9,1603,2019-11-23,,0,2019,otoño,11,5,0,28.8724662121849
692,693,1,11.4,12.4,40.0,25.3,532,2019-11-24,,0,2019,otoño,11,6,0,19.527875813336856
693,694,1,10.1,12.9,47.0,10.1,309,2019-11-25,,0,2019,otoño,11,0,1,15.981416967663872
694,695,1,12.8,17.0,54.0,3.1,337,2019-11-26,,0,2019,otoño,11,1,1,16.508065339839053
695,696,2,12.0,14.1,79.0,15.9,123,2019-11-27,,0,2019,otoño,11,2,1,11.18654214701248
696,697,1,12.2,14.5,51.0,14.1,198,2019-11-28,Thanksgiving,1,2019,otoño,11,3,0,13.492522771895828
697,698,1,11.5,14.9,56.0,7.7,243,2019-11-29,,0,2019,otoño,11,4,1,14.594890779071381
698,699,1,12.2,16.2,65.0,3.9,362,2019-11-30,,0,2019,otoño,11,5,0,16.953413106041463
699,700,2,12.2,15.8,81.0,4.0,951,2019-12-01,,0,2019,otoño,12,6,0,24.04770555071455
700,701,2,14.2,18.0,82.0,8.3,892,2019-12-02,,0,2019,otoño,12,0,1,23.508196527161665
701,702,1,18.6,22.8,77.0,5.5,555,2019-12-03,,0,2019,otoño,12,1,1,19.83024151966261
702,703,1,19.5,23.5,73.0,11.7,551,2019-12-04,,0,2019,otoño,12,2,1,19.778283550377676
703,704,1,18.0,21.4,48.0,21.7,331,2019-12-05,,0,2019,otoño,12,3,1,16.39782015107092
704,705,1,10.5,12.9,51.0,11.7,340,2019-12-06,,0,2019,otoño,12,4,1,16.562682229548383
705,706,2,13.2,16.1,76.0,8.8,349,2019-12-07,,0,2019,otoño,12,5,0,16.724569505994513
706,707,2,15.6,19.5,91.0,6.8,1153,2019-12-08,,0,2019,otoño,12,6,0,25.73669730813477
707,708,2,15.8,19.5,91.0,10.6,441,2019-12-09,,0,2019,otoño,12,0,1,18.234752298151058
708,709,2,17.9,21.8,92.0,12.8,329,2019-12-10,,0,2019,otoño,12,1,1,16.360766479833238
709,710,2,14.5,16.9,60.0,19.8,282,2019-12-11,,0,2019,otoño,12,2,1,15.441504255893323
710,711,2,12.2,14.9,54.0,10.9,310,2019-12-12,,0,2019,otoño,12,3,1,16.00077930607412
711,712,1,12.1,14.7,49.0,11.7,425,2019-12-13,,0,2019,otoño,12,4,1,17.988824134122748
712,713,1,11.6,14.7,64.0,8.8,429,2019-12-14,,0,2019,otoño,12,5,0,18.050895232968436
713,714,1,13.3,16.9,65.0,7.1,767,2019-12-15,,0,2019,otoño,12,6,0,22.27830722432233
714,715,2,14.9,18.5,84.0,6.7,538,2019-12-16,,0,2019,otoño,12,0,1,19.60760721314577
715,716,2,16.1,20.1,91.0,6.6,212,2019-12-17,,0,2019,otoño,12,1,1,13.852465404533469
716,717,1,16.8,20.5,67.0,14.8,433,2019-12-18,,0,2019,otoño,12,2,1,18.11256954035676
717,718,1,13.6,17.1,63.0,12.3,333,2019-12-19,,0,2019,otoño,12,3,1,16.434720152611323
718,719,2,13.5,16.8,67.0,8.9,314,2019-12-20,,0,2019,otoño,12,4,1,16.077801865580316
719,720,2,13.4,15.1,56.0,25.1,221,2019-12-21,,0,2019,invierno,12,5,0,14.075300062683299
720,721,1,10.9,11.8,44.0,12.76479452054794,205,2019-12-22,,0,2019,invierno,12,6,0,13.674607891314325
721,722,1,10.1,13.0,52.0,8.9,408,2019-12-23,,0,2019,invierno,12,0,1,17.720445174069173
722,723,2,9.5,12.9,79.0,5.2,174,2019-12-24,,0,2019,invierno,12,1,1,12.832404849813082
723,724,2,11.9,14.7,73.0,11.3,440,2019-12-25,Christmas Day,1,2019,invierno,12,2,0,18.21956326306046
724,725,3,10.0,11.0,82.0,21.2,9,2019-12-26,,0,2019,invierno,12,3,1,3.157336502299259
725,726,2,10.4,11.3,65.0,23.5,247,2019-12-27,,0,2019,invierno,12,4,1,14.685846444919225
726,727,2,10.4,12.8,59.0,10.4,644,2019-12-28,,0,2019,invierno,12,5,0,20.925025638650855
727,728,2,10.4,12.1,75.0,8.3,159,2019-12-29,,0,2019,invierno,12,6,0,12.387360302178706
728,729,1,10.5,11.6,48.0,23.5,364,2019-12-30,,0,2019,invierno,12,0,1,16.988115687785964
729,730,2,8.8,11.2,58.0,10.4,439,2019-12-31,,0,2019,invierno,12,1,1,18.204350466623477
