,registro,clima,temperatura,sens_termica,humedad,viento,total,fecha_nueva,festividad,festividad_1,mes_bueno,dia_semana_nuevo,no_laboral_nuevo,año_map,estacion_map
0,1,2,-0.8289480364326732,-0.6786352886668973,1.2794633293803972,-0.3765454325302844,985,2018-01-01,New Year's Day,1,1,0,0,0,0
1,2,2,-0.7223121376537223,-0.7400342625566471,0.5074977019910674,0.8821096214008606,801,2018-01-02,,0,1,1,1,0,0
2,3,1,-1.6420467646221735,-1.7469774343485425,-1.317148326383712,0.8611320371686753,1349,2018-01-03,,0,1,2,1,0,0
3,4,1,-1.6153877899274358,-1.611899691791093,-0.26446792539826236,-0.3765454325302844,1562,2018-01-04,,0,1,3,1,0,0
4,5,1,-1.4687634291063782,-1.5013815387895435,-1.317148326383712,0.0010510836490592388,1600,2018-01-05,,0,1,4,1,0,0
5,6,1,-1.588728815232698,-1.4768219492336438,-0.7557187791914721,-1.3624918914430144,1606,2018-01-06,,0,1,5,0,0,0
6,7,2,-1.6287172772748046,-1.636459281346993,-0.8960761659895321,-0.2506799271371696,1510,2018-01-07,,0,1,6,0,0,0
7,8,2,-1.8020006127905996,-1.9188945612398418,-0.6153613923934123,1.1338406321870893,959,2018-01-08,,0,1,0,1,0,0
8,9,1,-1.9486249736116572,-2.2013298411326905,-1.3873270197827419,2.4764060230469775,822,2018-01-09,,0,1,1,1,0,0
9,10,1,-1.881977536874813,-1.9925733299075414,-1.036433552787592,0.5254906894537029,1321,2018-01-10,,0,1,2,1,0,0
10,11,2,-1.7886711254432308,-1.7346976395705926,0.43731900859203743,-0.9009850383349282,1263,2018-01-11,,0,1,3,1,0,0
11,12,1,-1.7620121507484932,-1.9311743560177916,-0.19428923199923237,1.6582802379917332,1162,2018-01-12,,0,1,4,1,0,0
12,13,1,-1.8020006127905996,-1.9925733299075414,-1.1066122461866221,1.6163250695273617,1406,2018-01-13,,0,1,5,0,0,0
13,14,1,-1.8286595874853375,-1.7592572291264923,-0.6153613923934123,-0.8380522856383708,1421,2018-01-14,,0,1,6,0,0,0
14,15,2,-1.4287749670642718,-1.390863385787994,-0.8960761659895321,-0.39752301676247004,1248,2018-01-15,Martin Luther King Jr. Day,1,1,0,0,0,0
15,16,1,-1.4421044544116406,-1.4768219492336438,-1.036433552787592,0.022028667881244912,1204,2018-01-16,,0,1,1,1,0,0
16,17,2,-1.7486826634011243,-1.832935997794192,-0.6153613923934123,0.10593900480998798,1000,2018-01-17,,0,1,2,1,0,0
17,18,2,-1.5220813784958538,-1.4891017440115937,1.630356796375547,-0.5653436906199558,683,2018-01-18,,0,1,3,1,0,0
18,19,2,-1.1088672707274192,-1.0838685163392454,0.7882124755871873,0.3157148471318455,1650,2018-01-19,,0,1,4,1,0,0
19,20,2,-1.2821506062432144,-1.3417442066761942,-0.6153613923934123,0.12691658904217365,1927,2018-01-20,,0,1,5,0,0,0
20,21,1,-1.7353531760537553,-1.9434541507957415,-1.176790939585652,2.350540517653863,1543,2018-01-21,,0,1,6,0,0,0
21,22,1,-2.3884980560748295,-2.4223661471357896,-1.5978630999798318,-0.20872475867279824,981,2018-01-22,,0,1,0,1,0,0
22,23,1,-2.1752262585169277,-2.31184799413424,-1.317148326383712,0.8401544529364892,986,2018-01-23,,0,1,1,1,0,0
23,24,1,-2.1752262585169277,-2.189050046354741,-0.9662548593885621,-0.39752301676247004,1416,2018-01-24,,0,1,2,1,0,0
24,25,2,-1.4820929164537473,-1.4768219492336438,-0.05393184520117241,-0.7960971171739993,1985,2018-01-25,,0,1,3,1,0,0
25,26,3,-1.5220813784958538,-1.661018870902893,1.630356796375547,1.511437148366433,506,2018-01-26,,0,1,4,1,0,0
26,27,1,-1.6420467646221735,-1.5627805126792933,0.43731900859203743,-1.0268505437280426,431,2018-01-27,,0,1,5,0,0,0
27,28,2,-1.6020583025800668,-1.5382209231233934,1.139105942582337,-0.8800074541027421,1167,2018-01-28,,0,1,6,0,0,0
28,29,1,-1.6287172772748046,-1.611899691791093,0.15660423499591752,-0.5863212748521419,1098,2018-01-29,,0,1,0,1,0,0
29,30,1,-1.5220813784958538,-1.3785835910100441,0.6478550887891273,-1.5722677337648718,1096,2018-01-30,,0,1,1,1,0,0
30,31,2,-1.7220236887063864,-1.7715370239044423,-0.19428923199923237,0.0010510836490592388,1501,2018-01-31,,0,1,2,1,0,0
31,32,2,-1.6553762519695423,-1.4768219492336438,1.419820716178457,-1.8659539130154725,1360,2018-02-01,,0,2,3,1,0,0
32,33,2,-1.2821506062432144,-1.3540240014541443,1.0689272491833073,1.091885463722718,1526,2018-02-02,,0,2,4,1,0,0
33,34,1,-1.6820352266642802,-1.820656203016242,-1.317148326383712,1.2806837218123903,1550,2018-02-03,,0,2,5,0,0,0
34,35,2,-1.5487403531905914,-1.5136613335674935,-0.26446792539826236,-0.817074701406185,1708,2018-02-04,,0,2,6,0,0,0
35,36,2,-1.4287749670642718,-1.415422975343894,2.1216076501687566,-0.35556784829809834,1005,2018-02-05,,0,2,0,1,0,0
36,37,1,-1.148855732769526,-1.1207079006730953,-0.4048253121963223,-0.6282764433165132,1623,2018-02-06,,0,2,1,1,0,0
37,38,1,-1.2288326568537389,-1.0470291320053957,0.7882124755871873,-1.991819418408587,1712,2018-02-07,,0,2,2,1,0,0
38,39,1,-1.508751891148485,-1.6978582552367427,-0.6153613923934123,2.4764060230469775,1530,2018-02-08,,0,2,3,1,0,0
39,40,2,-1.9752839483063949,-2.029412714241391,-0.9662548593885621,0.043006252113430586,1605,2018-02-09,,0,2,4,1,0,0
40,41,1,-1.9219659989169193,-1.9925733299075414,-1.317148326383712,0.5045131052215173,1538,2018-02-10,,0,2,5,0,0,0
41,42,1,-1.6687057393169111,-1.5996198970131432,-0.8258974725905022,-1.0897832964245997,1746,2018-02-11,,0,2,6,0,0,0
42,43,1,-1.4954224038011161,-1.4891017440115937,-0.6153613923934123,0.23180451020310242,1472,2018-02-12,,0,2,0,1,0,0
43,44,1,-0.9755723972537306,-0.9242311842258962,-1.176790939585652,1.0499302952583467,1589,2018-02-13,,0,2,1,1,0,0
44,45,1,-0.44239290335897635,-0.4698787774417483,-1.7382204867778919,0.05659857723921595,1913,2018-02-14,,0,2,2,1,0,0
45,46,1,-1.2554916315484765,-1.3540240014541443,-2.2294713405711017,1.4694819799020618,1815,2018-02-15,,0,2,3,1,0,0
46,47,1,-0.9755723972537306,-0.9733503633376958,-1.457505713181772,0.9240647898652319,2115,2018-02-16,,0,2,4,1,0,0
47,48,1,-0.32242751723265684,-0.2856818557724991,-0.8960761659895321,0.609401026382446,2475,2018-02-17,,0,2,5,0,0,0
48,49,1,0.14410453992525318,0.23006952490139898,-0.7557187791914721,1.091885463722718,2927,2018-02-18,,0,2,6,0,0,0
49,50,1,-0.5223698274431897,-0.5067181617755978,-3.0716156613594614,0.05659857723921595,1635,2018-02-19,Washington's Birthday,1,2,0,0,0,0
50,51,1,-1.148855732769526,-1.2066664641187448,-1.527684406580802,0.5254906894537029,1812,2018-02-20,,0,2,1,1,0,0
51,52,2,-1.0555493213379437,-1.169827079784895,-0.19428923199923237,1.7002354064561052,1107,2018-02-21,,0,2,2,1,0,0
52,53,1,-1.7086942013590178,-1.7715370239044423,-0.3346466187972923,0.12691658904217365,1450,2018-02-22,,0,2,3,1,0,0
53,54,1,-1.4954224038011161,-1.403143180565944,-1.457505713181772,-1.2995591387464571,1917,2018-02-23,,0,2,4,1,0,0
54,55,2,-1.0955377833800504,-1.1329876954510452,0.5074977019910674,0.9030872056330466,1807,2018-02-24,,0,2,5,0,0,0
55,56,2,-0.7223121376537223,-0.7645938521125468,0.5776763953900974,2.2456525964929344,1461,2018-02-25,,0,2,6,0,0,0
56,57,1,-1.1621852201168947,-1.182106874562845,-0.6153613923934123,0.0010510836490592388,1969,2018-02-26,,0,2,0,1,0,0
57,58,1,-0.8289480364326732,-0.7523140573345967,0.36714031519300744,-0.8590298698705564,2402,2018-02-27,,0,2,1,1,0,0
58,59,2,-0.482381365401083,-0.45759898266379817,1.7707141831736068,1.4485043956698755,1446,2018-02-28,,0,2,2,1,0,0
59,60,1,-1.2554916315484765,-1.2926250275643947,-0.6153613923934123,0.4206027682927742,1851,2018-03-01,,0,3,3,1,0,0
60,61,1,-0.8822659858221487,-0.948790773781796,-1.246969632984682,1.7002354064561052,2134,2018-03-02,,0,3,4,1,0,0
61,62,1,-1.6287172772748046,-1.6855784604587927,-2.1592926471720717,0.5464682736858887,1685,2018-03-03,,0,3,5,0,0,0
62,63,2,-1.2821506062432144,-1.3417442066761942,-0.1241105386002024,0.23180451020310242,1944,2018-03-04,,0,3,6,0,0,0
63,64,2,-0.6023467515274025,-0.5926767252212477,1.139105942582337,0.9240647898652319,2077,2018-03-05,,0,3,0,1,0,0
64,65,2,-0.655664700916878,-0.6663554938889472,2.2619650369668167,2.203697428028563,605,2018-03-06,,0,3,1,1,0,0
65,66,1,-1.2821506062432144,-1.4522623596777438,-0.5451826989943822,2.182719843796377,1872,2018-03-07,,0,3,2,1,0,0
66,67,1,-1.1088672707274192,-1.0593089267833455,-1.457505713181772,-0.9219626225671138,2133,2018-03-08,,0,3,3,1,0,0
67,68,2,-1.0955377833800504,-1.157547285006945,1.0689272491833073,0.4835355209893316,1891,2018-03-09,,0,3,4,1,0,0
68,69,3,-0.5756877768326649,-0.5435575461094477,-4.405010835941031,1.0499302952583467,623,2018-03-10,,0,3,5,0,0,0
69,70,2,-0.9755723972537306,-1.0470291320053957,0.15660423499591752,0.6513561948468174,1977,2018-03-11,,0,3,6,0,0,0
70,71,1,-0.9089249605168863,-0.9119513894479461,-0.26446792539826236,0.4835355209893316,2132,2018-03-12,,0,3,0,1,0,0
71,72,1,-0.6023467515274025,-0.5803969304432977,-0.6855400857924422,1.1757958006514615,2417,2018-03-13,,0,3,1,1,0,0
72,73,1,-0.935583935211624,-0.8751120051140961,-0.8960761659895321,-0.6912091960130706,2046,2018-03-14,,0,3,2,1,0,0
73,74,2,-0.9755723972537306,-0.9610705685597459,0.22678292839494749,-0.04090408481531211,2056,2018-03-15,,0,3,3,1,0,0
74,75,2,-0.7089826503063534,-0.6663554938889472,1.0689272491833073,0.23180451020310242,2192,2018-03-16,,0,3,4,1,0,0
75,76,1,-0.44239290335897635,-0.39620000877404843,-0.19428923199923237,0.3157148471318455,2744,2018-03-17,,0,3,5,0,0,0
76,77,1,0.23741095135683557,0.3283078831249982,-0.6855400857924422,0.6303786106146317,3239,2018-03-18,,0,3,6,0,0,0
77,78,1,-0.12248520702212395,-0.052365754991449874,-1.7382204867778919,2.5603163599757206,3117,2018-03-19,,0,3,0,1,0,0
78,79,1,-0.8955954731695175,-0.9119513894479461,-1.1066122461866221,0.2947372628996598,2471,2018-03-20,,0,3,1,1,0,0
79,80,2,-0.362415979274763,-0.39620000877404843,0.7882124755871873,1.4275268114376902,2077,2018-03-21,,0,3,2,1,0,1
80,81,1,-0.29576854253791873,-0.21200308710479926,-0.05393184520117241,0.5464682736858887,2703,2018-03-22,,0,3,3,1,0,1
81,82,2,-0.8156185490853044,-0.8382726207802467,1.489999409577487,0.672333779079003,2121,2018-03-23,,0,3,4,1,0,1
82,83,2,-1.148855732769526,-1.2557856432305448,1.2794633293803972,0.7981992844721179,1865,2018-03-24,,0,3,5,0,0,1
83,84,1,-1.2688211188958454,-1.3417442066761942,-0.8960761659895321,0.6303786106146317,2210,2018-03-25,,0,3,6,0,0,1
84,85,1,-1.2554916315484765,-1.3294644118982444,-1.6680417933788618,0.3157148471318455,2496,2018-03-26,,0,3,0,1,0,1
85,86,2,-1.322139068285321,-1.3785835910100441,-0.9662548593885621,-0.04090408481531211,1693,2018-03-27,,0,3,1,1,0,1
86,87,1,-1.2688211188958454,-1.3294644118982444,-2.299650033970132,0.3576700155962168,2028,2018-03-28,,0,3,2,1,0,1
87,88,1,-1.0555493213379437,-1.1207079006730953,-2.2294713405711017,0.5674458579180743,2425,2018-03-29,,0,3,3,1,0,1
88,89,2,-1.0688788086853125,-1.0838685163392454,0.15660423499591752,-0.18774717444061256,1536,2018-03-30,,0,3,4,1,0,1
89,90,3,-1.2421621442011077,-1.3294644118982444,2.051428956769727,0.4415803525249599,1685,2018-03-31,,0,3,5,0,0,1
90,91,2,-1.0688788086853125,-1.169827079784895,0.43731900859203743,1.0079751267939754,2227,2018-04-01,,0,4,6,0,0,1
91,92,2,-0.9889018846010994,-0.9733503633376958,0.15660423499591752,0.14789417327435933,2252,2018-04-02,,0,4,0,1,0,1
92,93,1,-0.6423352135695092,-0.5926767252212477,-1.036433552787592,-0.06188166904749816,3249,2018-04-03,,0,4,1,1,0,1
93,94,1,0.42402377421999937,0.41426644657064815,-1.3873270197827419,0.05659857723921595,3115,2018-04-04,,0,4,2,1,0,1
94,95,2,-0.44239290335897635,-0.4698787774417483,0.08642554159688753,0.05659857723921595,1795,2018-04-05,,0,4,3,1,0,1
95,96,1,-0.5756877768326649,-0.531277751331498,-1.1066122461866221,1.0709078794905327,2808,2018-04-06,,0,4,4,1,0,1
96,97,1,-0.32242751723265684,-0.24884247143864918,-0.19428923199923237,-0.3345902640659127,3141,2018-04-07,,0,4,5,0,0,1
97,98,2,-0.8689364984747796,-0.9242311842258962,1.489999409577487,0.5674458579180743,1471,2018-04-08,,0,4,6,0,0,1
98,99,2,-0.8422775237800421,-0.8137130312243465,1.7707141831736068,-0.7541419487096277,2455,2018-04-09,,0,4,0,1,0,1
99,100,2,-0.37574546662213204,-0.29796165055044876,1.630356796375547,-0.5653436906199558,2895,2018-04-10,,0,4,1,1,0,1
100,101,2,0.5439891603463188,0.5616239839060474,0.6478550887891273,1.930988833010148,3348,2018-04-11,,0,4,2,1,0,1
101,102,2,0.0374686411463027,0.1195513718998492,0.7882124755871873,1.2387285533480181,2034,2018-04-12,,0,4,3,1,0,1
102,103,2,-0.4557223907063454,-0.34708082966224885,1.349642022779427,0.9030872056330466,2162,2018-04-13,,0,4,4,1,0,1
103,104,1,-0.14914418171686158,-0.07692534454734967,-0.6153613923934123,-1.068805712192414,3267,2018-04-14,,0,4,5,0,0,1
104,105,1,-0.2691095678431811,-0.19972329232684913,0.29696162179397745,0.5674458579180743,3126,2018-04-15,,0,4,6,0,0,1
105,106,3,-0.34908649192739444,-0.29796165055044876,1.840892876572637,2.1617422595641913,795,2018-04-16,,0,4,0,1,0,1
106,107,1,-0.21579161845370587,-0.17516370277094934,-1.036433552787592,1.6373026537595479,3744,2018-04-17,,0,4,1,1,0,1
107,108,1,0.09078659053577794,0.18095034578959893,-0.6153613923934123,-0.313612679833727,3429,2018-04-18,,0,4,2,1,0,1
108,109,2,0.050798128493671275,0.0949917823439494,0.29696162179397745,-0.39752301676247004,3204,2018-04-19,,0,4,3,1,0,1
109,110,1,0.5439891603463188,0.5493441891280973,-0.1241105386002024,0.7772217002399318,3944,2018-04-20,,0,4,4,1,0,1
110,111,1,-0.20246213110633682,-0.12604452365914973,-1.527684406580802,1.951966417242334,4189,2018-04-21,,0,4,5,0,0,1
111,112,2,-0.8689364984747796,-0.9365109790038458,0.7180337821881573,0.46255793675714557,1683,2018-04-22,,0,4,6,0,0,1
112,113,2,-0.18913264375896824,-0.15060411321504952,1.840892876572637,0.6303786106146317,4036,2018-04-23,,0,4,0,1,0,1
113,114,2,0.464012236262106,0.4756654204603979,1.2794633293803972,0.08496142057780232,4191,2018-04-24,,0,4,1,1,0,1
114,115,1,0.6106365970831632,0.610743163017847,1.0689272491833073,-0.019926500583126436,4073,2018-04-25,,0,4,2,1,0,1
115,116,1,0.7439314705568517,0.7335411107973465,0.7180337821881573,1.9729440014745194,4400,2018-04-26,,0,4,3,1,0,1
116,117,2,0.6772840338200075,0.6230229577957972,1.489999409577487,1.7631681591526618,3872,2018-04-27,,0,4,4,1,0,1
117,118,2,0.6639545464726389,0.6353027525737468,0.5074977019910674,1.8890336645457766,4058,2018-04-28,,0,4,5,0,0,1
118,119,1,0.0774571031884089,0.144110961455749,-1.176790939585652,0.7562441160077465,4595,2018-04-29,,0,4,6,0,0,1
119,120,1,-0.12248520702212395,-0.0646455497694,-0.8960761659895321,0.6933113633111891,5312,2018-04-30,,0,4,0,1,0,1
120,121,2,-0.24245059314844347,-0.16288390799299965,0.9285698623852472,-1.1317384648889712,3351,2018-05-01,,0,5,1,1,0,1
121,122,2,0.2907289007463108,0.3528674726808984,0.7180337821881573,-0.04090408481531211,4401,2018-05-02,,0,5,2,1,0,1
122,123,2,0.6639545464726389,0.6598623421296471,0.5074977019910674,2.203697428028563,4451,2018-05-03,,0,5,3,1,0,1
123,124,2,-0.44239290335897635,-0.43303939310789835,0.7882124755871873,1.9939215857067054,2633,2018-05-04,,0,5,4,1,0,1
124,125,1,-0.20246213110633682,-0.19972329232684913,-1.317148326383712,1.532414732598619,4433,2018-05-05,,0,5,5,0,0,1
125,126,1,-0.09582623232738587,-0.003246575879650264,-0.26446792539826236,0.5884234421502603,4608,2018-05-06,,0,5,6,0,0,1
126,127,1,0.1307750525778846,0.23006952490139898,-0.6153613923934123,-0.35556784829809834,4714,2018-05-07,,0,5,0,1,0,1
127,128,1,0.18409300196735984,0.26690890923524846,0.01624684819785756,-1.5722677337648718,4333,2018-05-08,,0,5,1,1,0,1
128,129,1,0.1974224893147289,0.3160280883470485,-0.26446792539826236,-0.14579200597624087,4362,2018-05-09,,0,5,2,1,0,1
129,130,1,0.1974224893147289,0.2914684987911487,-0.9662548593885621,-1.0058729594958566,4803,2018-05-10,,0,5,3,1,0,1
130,131,1,0.25074043870420415,0.3283078831249982,0.01624684819785756,-0.9219626225671138,4182,2018-05-11,,0,5,4,1,0,1
131,132,1,0.21075197666209747,0.3037482935690984,0.8583911689862173,0.043006252113430586,4864,2018-05-12,,0,5,5,0,0,1
132,133,2,0.09078659053577794,0.1195513718998492,1.630356796375547,-0.1038368375118695,4105,2018-05-13,,0,5,6,0,0,1
133,134,2,0.14410453992525318,0.1563907562336991,2.051428956769727,-0.7331643644774419,3409,2018-05-14,,0,5,0,1,0,1
134,135,2,0.3707058248305241,0.3774270622367982,1.700535489774577,-0.48143335369121315,4553,2018-05-15,,0,5,1,1,0,1
135,136,1,0.450682748914737,0.4633856256824478,1.139105942582337,-0.8380522856383708,3958,2018-05-16,,0,5,2,1,0,1
136,137,2,0.35737633748315506,0.38970685701474794,1.489999409577487,1.2806837218123903,4123,2018-05-17,,0,5,3,1,0,1
137,138,2,0.30405838809367985,0.3283078831249982,1.700535489774577,0.21082692597091673,3855,2018-05-18,,0,5,4,1,0,1
138,139,2,0.1974224893147289,0.21778973012344885,1.419820716178457,-1.0897832964245997,4575,2018-05-19,,0,5,5,0,0,1
139,140,1,0.22408146400946652,0.3405876779029483,0.6478550887891273,-0.8590298698705564,4917,2018-05-20,,0,5,6,0,0,1
140,141,1,0.5839776223884255,0.5984633682398973,0.01624684819785756,-0.9219626225671138,5805,2018-05-21,,0,5,0,1,0,1
141,142,1,0.5973071097357946,0.610743163017847,0.8583911689862173,-0.5443661063877702,4660,2018-05-22,,0,5,1,1,0,1
142,143,2,0.7439314705568517,0.7089815212414466,1.2794633293803972,0.672333779079003,4274,2018-05-23,,0,5,2,1,0,1
143,144,2,0.9038853187252784,0.7949400846870962,0.7882124755871873,0.2947372628996598,4492,2018-05-24,,0,5,3,1,0,1
144,145,1,0.9038853187252784,0.868618853354796,0.5074977019910674,-0.4604557694590271,4978,2018-05-25,,0,5,4,1,0,1
145,146,1,1.1571455783252864,1.1019349541358452,0.36714031519300744,0.18984934173873105,4677,2018-05-26,,0,5,5,0,0,1
146,147,1,1.023850704851598,1.0036965959122452,0.15660423499591752,0.7562441160077465,4679,2018-05-27,,0,5,6,0,0,1
147,148,1,0.8772263440305403,0.8440592637988963,0.7180337821881573,0.609401026382446,4758,2018-05-28,Memorial Day,1,5,0,0,0,1
148,149,1,0.9438737807673846,0.868618853354796,1.349642022779427,0.37864759982840285,4788,2018-05-29,,0,5,1,1,0,1
149,150,1,1.3037699391463442,1.2124531071373947,0.36714031519300744,-0.7751195329418133,4098,2018-05-30,,0,5,2,1,0,1
150,151,1,1.5303712240516145,1.5440075661420427,0.08642554159688753,-1.0478281279602282,3982,2018-05-31,,0,5,3,1,0,1
151,152,2,1.4637237873147704,1.5071681818081932,0.36714031519300744,0.2947372628996598,3974,2018-06-01,,0,6,4,1,0,1
152,153,1,1.1971340403673931,1.0405359802460956,-2.299650033970132,1.4904595641342477,4968,2018-06-02,,0,6,5,0,0,1
153,154,1,0.6772840338200075,0.6967017264634966,-1.9487565669749818,0.945042374097418,5312,2018-06-03,,0,6,6,0,0,1
154,155,1,0.7572609579042208,0.7335411107973465,-1.176790939585652,-0.8800074541027421,5342,2018-06-04,,0,6,0,1,0,1
155,156,2,0.8372378819884341,0.868618853354796,0.15660423499591752,-0.6702316117808845,4906,2018-06-05,,0,6,1,1,0,1
156,157,1,0.9971917301568604,0.905458237688646,-0.19428923199923237,-0.9009850383349282,4548,2018-06-06,,0,6,2,1,0,1
157,158,1,1.1571455783252864,1.1142147489137946,-0.19428923199923237,0.022028667881244912,4833,2018-06-07,,0,6,3,1,0,1
158,159,1,1.5303712240516145,1.5562873609199928,-0.05393184520117241,-0.6912091960130706,4401,2018-06-08,,0,6,4,1,0,1
159,160,2,1.7036545595674097,1.740484282589242,-0.4048253121963223,-0.5233885221555845,3915,2018-06-09,,0,6,5,0,0,1
160,161,1,1.4237353252726637,1.408929823584594,-0.19428923199923237,-0.6492540275486989,4586,2018-06-10,,0,6,6,0,0,1
161,162,1,1.2504519897568684,1.2492924914712442,0.15660423499591752,-0.4394781852268414,4966,2018-06-11,,0,6,0,1,0,1
162,163,1,1.0771686542410732,1.0405359802460956,0.8583911689862173,-0.313612679833727,4460,2018-06-12,,0,6,1,1,0,1
163,164,1,0.7572609579042208,0.7826602899091465,-0.9662548593885621,1.6792578222239192,5020,2018-06-13,,0,6,2,1,0,1
164,165,1,0.5973071097357946,0.7212613160193968,-0.8258974725905022,1.1548182164192755,4891,2018-06-14,,0,6,3,1,0,1
165,166,1,0.7172724958621142,0.6967017264634966,-1.1066122461866221,-0.2506799271371696,5180,2018-06-15,,0,6,4,1,0,1
166,167,2,0.7306019832094832,0.7458209055752966,0.43731900859203743,0.27375967866747414,3767,2018-06-16,,0,6,5,0,0,1
167,168,1,0.8372378819884341,0.7703804951311964,0.7882124755871873,-0.6072988590843276,4844,2018-06-17,,0,6,6,0,0,1
168,169,1,1.1038276289358113,1.0405359802460956,0.29696162179397745,-0.9429402067992995,5119,2018-06-18,,0,6,0,1,0,1
169,170,2,1.11715711628318,1.0528157750240448,0.29696162179397745,-1.1946712175855285,4744,2018-06-19,,0,6,1,1,0,1
170,171,2,0.7572609579042208,0.7458209055752966,0.8583911689862173,-0.4394781852268414,4010,2018-06-20,,0,6,2,1,0,1
171,172,2,1.0105212175042289,1.0036965959122452,0.9987485557842772,-0.20872475867279824,4835,2018-06-21,,0,6,3,1,0,3
172,173,1,1.3037699391463442,1.3475308496948442,0.5776763953900974,-0.20872475867279824,4507,2018-06-22,,0,6,4,1,0,3
173,174,2,1.277110964451606,1.3475308496948442,0.5074977019910674,0.7352665317755605,4790,2018-06-23,,0,6,5,0,0,3
174,175,1,1.2504519897568684,1.1142147489137946,-0.4048253121963223,0.5045131052215173,4991,2018-06-24,,0,6,6,0,0,3
175,176,1,1.0904981415884423,1.0405359802460956,-1.036433552787592,0.3157148471318455,5202,2018-06-25,,0,6,0,1,0,3
176,177,1,1.0105212175042289,1.0036965959122452,-0.8258974725905022,-1.2995591387464571,5305,2018-06-26,,0,6,1,1,0,3
177,178,2,1.023850704851598,1.0036965959122452,0.22678292839494749,-1.1107608806567855,4708,2018-06-27,,0,6,2,1,0,3
178,179,1,1.3570878885358193,1.335251054916894,0.01624684819785756,-0.5863212748521419,4648,2018-06-28,,0,6,3,1,0,3
179,180,1,1.277110964451606,1.1019349541358452,-0.8960761659895321,1.0499302952583467,5225,2018-06-29,,0,6,4,1,0,3
180,181,1,1.1038276289358113,1.0036965959122452,-1.3873270197827419,-0.019926500583126436,5515,2018-06-30,,0,6,5,0,0,3
181,182,1,1.2371225024094998,1.0896551593578951,-1.5978630999798318,-1.1736936333533425,5362,2018-07-01,,0,7,6,0,0,3
182,183,1,1.3304289138410816,1.1878935175814944,-1.317148326383712,-1.0058729594958566,5119,2018-07-02,,0,7,0,1,0,3
